id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-149279,2025-01-07,000001,Vente,112800,19,,RUE DE CAPEYRON,1526,33200,33063,Bordeaux,33,,,33063000VT0001,,,304,,352,,,,,,,,2,3,Dépendance,,0,,,,,,-0.623371,44.850947
2025-149279,2025-01-07,000001,Vente,112800,19,,RUE DE CAPEYRON,1526,33200,33063,Bordeaux,33,,,33063000VT0001,,,304,,352,,,,,,,,2,3,Dépendance,,0,,,,,,-0.623371,44.850947
2025-149287,2025-01-15,000001,Vente,297169.8,8,,RUE DES LAURIERS,5265,33000,33063,Bordeaux,33,,,33063000KM0194,,,8,81.61,,,,,,,,,1,2,Appartement,81,3,,,,,,-0.572144,44.841027
2025-149293,2025-01-16,000001,Vente,220733,29,B,AV JEANNE D ARC,4705,33000,33063,Bordeaux,33,,,33063000HW0153,,,1,,5,62.1,,,,,,,2,3,Dépendance,,0,,,,,,-0.593641,44.82625
2025-149293,2025-01-16,000001,Vente,220733,29,B,AV JEANNE D ARC,4705,33000,33063,Bordeaux,33,,,33063000HW0153,,,1,,5,62.1,,,,,,,2,2,Appartement,62,3,,,,,,-0.593641,44.82625
2025-149294,2025-01-10,000001,Vente,200000,18,,RUE CAGE VERTE,1360,33200,33063,Bordeaux,33,,,33063000YD0164,,,18,,33,72.85,,,,,,,2,3,Dépendance,,0,,,,,,-0.629204,44.859975
2025-149294,2025-01-10,000001,Vente,200000,16,,RUE CAGE VERTE,1360,33200,33063,Bordeaux,33,,,33063000YD0164,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.629204,44.859975
2025-149294,2025-01-10,000001,Vente,200000,18,,RUE CAGE VERTE,1360,33200,33063,Bordeaux,33,,,33063000YD0164,,,18,,33,72.85,,,,,,,2,2,Appartement,73,4,,,,,,-0.629204,44.859975
2025-149297,2025-01-23,000001,Vente,490000,36,,RUE BERNARD ADOUR,0870,33200,33063,Bordeaux,33,,,33063000MI0377,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.601205,44.838327
2025-149297,2025-01-23,000001,Vente,490000,36,,RUE BERNARD ADOUR,0870,33200,33063,Bordeaux,33,,,33063000MI0377,,,10,,,,,,,,,,1,2,Appartement,91,3,,,,,,-0.601205,44.838327
2025-149297,2025-01-23,000001,Vente,490000,36,,RUE BERNARD ADOUR,0870,33200,33063,Bordeaux,33,,,33063000MI0377,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.601205,44.838327
2025-149303,2025-01-13,000001,Vente,180000,16,,SEN DES MORUTIERS,6567,33300,33063,Bordeaux,33,,,33063000SB0166,,,807,47.48,,,,,,,,,1,2,Appartement,47,2,,,,,,-0.551426,44.865707
2025-149303,2025-01-13,000001,Vente,180000,16,,SEN DES MORUTIERS,6567,33300,33063,Bordeaux,33,,,33063000SB0166,,,722,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.551426,44.865707
2025-149305,2025-01-09,000001,Vente,245000,10,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VD0007,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.619971,44.853019
2025-149305,2025-01-09,000001,Vente,245000,10,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VD0007,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.619971,44.853019
2025-149305,2025-01-09,000001,Vente,245000,10,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VD0007,,,26,83.25,,,,,,,,,1,2,Appartement,82,4,,,,,,-0.619971,44.853019
2025-149307,2025-01-09,000001,Vente,260000,23,,RUE DE RUAT,8125,33000,33063,Bordeaux,33,,,33063000KH0100,,,3,,,,,,,,,,1,2,Appartement,43,2,,,,,,-0.579227,44.840151
2025-149309,2025-01-10,000001,Vente,299000,44,,RUE J RENAUD DANDICOLLE,4680,33000,33063,Bordeaux,33,,,33063000HN0012,,,85,60.7,,,,,,,,,1,2,Appartement,61,3,,,,,,-0.586317,44.832426
2025-149309,2025-01-10,000001,Vente,299000,44,,RUE J RENAUD DANDICOLLE,4680,33000,33063,Bordeaux,33,,,33063000HN0012,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.586317,44.832426
2025-149309,2025-01-10,000001,Vente,299000,44,,RUE J RENAUD DANDICOLLE,4680,33000,33063,Bordeaux,33,,,33063000HN0012,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.586317,44.832426
2025-149310,2025-01-10,000001,Vente,211000,3,,RUE LABOYE,4940,33000,33063,Bordeaux,33,,,33063000EU0126,,,1,47.4,6,,,,,,,,2,2,Appartement,47,2,,,,,,-0.586906,44.824775
2025-149310,2025-01-10,000001,Vente,211000,3,,RUE LABOYE,4940,33000,33063,Bordeaux,33,,,33063000EU0126,,,1,47.4,6,,,,,,,,2,3,Dépendance,,0,,,,,,-0.586906,44.824775
2025-149311,2025-01-09,000001,Vente,222000,2,,AV DE LA GARE,3841,33200,33063,Bordeaux,33,,,33063000VO0106,,,41,,,,,,,,,,1,2,Appartement,62,3,,,,,,-0.62862,44.846557
2025-149311,2025-01-09,000001,Vente,222000,2,,AV DE LA GARE,3841,33200,33063,Bordeaux,33,,,33063000VO0106,,,87,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.62862,44.846557
2025-149311,2025-01-09,000001,Vente,222000,2,,AV DE LA GARE,3841,33200,33063,Bordeaux,33,,,33063000VO0106,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.62862,44.846557
2025-149312,2025-01-22,000001,Vente,130000,6,,IMP SAILLAN,8170,33800,33063,Bordeaux,33,,,33063000DC0309,,,221,,,,,,,,,,1,2,Appartement,45,2,,,,,,-0.57132,44.829671
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,609,,638,,,,,,,,2,3,Dépendance,,0,,,,,,-0.627774,44.852245
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,609,,638,,,,,,,,2,2,Appartement,82,4,,,,,,-0.627774,44.852245
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,217,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.627774,44.852245
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,609,,638,,,,,,,,2,3,Dépendance,,0,,,,,,-0.627774,44.852245
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,609,,638,,,,,,,,2,3,Dépendance,,0,,,,,,-0.627774,44.852245
2025-149313,2025-01-14,000001,Vente,282200,9,,RUE SAINTE ELISABETH,8411,33200,33063,Bordeaux,33,,,33063000YP0105,,,609,,638,,,,,,,,2,3,Dépendance,,0,,,,,,-0.627774,44.852245
2025-149314,2025-01-07,000001,Vente,105000,10,,RUE MILLIERE,6375,33000,33063,Bordeaux,33,,,33063000DU0007,,,13,16.08,9,,,,,,,,2,2,Appartement,20,1,,,,,,-0.576605,44.830513
2025-149314,2025-01-07,000001,Vente,105000,10,,RUE MILLIERE,6375,33000,33063,Bordeaux,33,,,33063000DU0007,,,13,16.08,9,,,,,,,,2,3,Dépendance,,0,,,,,,-0.576605,44.830513
2025-149317,2025-01-17,000001,Vente,220000,15,,RUE DE LA DEVISE,2645,33000,33063,Bordeaux,33,,,33063000KJ0100,,,6,56.22,,,,,,,,,1,2,Appartement,55,2,,,,,,-0.571217,44.840089
2025-149322,2025-01-07,000001,Vente,77000,5,,RUE CAMBON,1405,33800,33063,Bordeaux,33,,,33063000BT0005,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,46,-0.554212,44.826314
2025-149324,2025-01-16,000001,Vente,174000,3,,RUE TEULERE,8890,33000,33063,Bordeaux,33,,,33063000HE0153,,,3,37.46,,,,,,,,,1,2,Appartement,38,2,,,,,,-0.569835,44.835875
2025-149327,2025-01-17,000001,Vente,137550,5,,RUE LOUIS MIE,5695,33000,33063,Bordeaux,33,,,33063000HA0078,,,10,32.68,,,,,,,,,1,2,Appartement,34,1,,,,,,-0.583049,44.831322
2025-149335,2025-01-10,000001,Vente,220000,3,,RUE GOYA,4125,33000,33063,Bordeaux,33,,,33063000LC0320,,,3,31.48,,,,,,,,,1,2,Appartement,31,1,,,,,,-0.588315,44.844277
2025-149335,2025-01-10,000001,Vente,220000,3,,RUE GOYA,4125,33000,33063,Bordeaux,33,,,33063000LC0320,,,5,29.33,,,,,,,,,1,2,Appartement,29,1,,,,,,-0.588315,44.844277
2025-149341,2025-01-09,000001,Vente,40000,67,,CRS DE LA LIBERATION,5515,33000,33063,Bordeaux,33,,,33063000HB0057,,,3,9.03,,,,,,,,,1,4,Local industriel. commercial ou assimilé,34,0,,,,,,-0.579441,44.832259
2025-149345,2025-01-03,000001,Vente,202000,60,,AV EMILE COUNORD,3140,33300,33063,Bordeaux,33,,,33063000RC0104,,,174,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.574188,44.85793
2025-149345,2025-01-03,000001,Vente,202000,60,,AV EMILE COUNORD,3140,33300,33063,Bordeaux,33,,,33063000RC0104,,,82,,,,,,,,,,1,2,Appartement,58,3,,,,,,-0.574188,44.85793
2025-149349,2025-01-13,000001,Vente,820000,118,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000CT0408,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,103,-0.570145,44.825903
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,30,2,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,68,3,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,28,1,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,32,2,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,38,1,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,30,2,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,275,-0.570288,44.828755
2025-149349,2025-01-13,000001,Vente,820000,43,,RUE KLEBER,4900,33800,33063,Bordeaux,33,,,33063000DC0235,,,,,,,,,,,,,0,2,Appartement,23,2,S,sols,,,275,-0.570288,44.828755
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,16,,25,,7,,,,,,3,3,Dépendance,,0,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,16,,25,,7,,,,,,3,2,Appartement,84,3,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,17,,18,,21,,,,,,3,3,Dépendance,,0,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,17,,18,,21,,,,,,3,3,Dépendance,,0,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,16,,25,,7,,,,,,3,3,Dépendance,,0,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,143,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0255,,,17,,18,,21,,,,,,3,2,Appartement,14,2,,,,,,-0.573825,44.836274
2025-149352,2025-01-13,000001,Vente,220000,145,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0390,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.573762,44.836206
2025-149352,2025-01-13,000001,Vente,220000,145,,RUE SAINTE CATHERINE,8390,33000,33063,Bordeaux,33,,,33063000HD0390,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.573762,44.836206
2025-149355,2025-01-27,000001,Vente,51500,5,,IMP SALE,8495,33800,33063,Bordeaux,33,,,33063000EC0103,,,5,14.87,,,,,,,,,1,2,Appartement,24,1,,,,,,-0.572661,44.827399
2025-149356,2025-01-23,000001,Vente,250000,14,,RUE MONTHYON,6530,33800,33063,Bordeaux,33,,,33063000DC0162,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,98,-0.569143,44.829407
2025-149356,2025-01-23,000001,Vente,250000,14,,RUE MONTHYON,6530,33800,33063,Bordeaux,33,,,33063000DC0162,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,98,-0.569143,44.829407
2025-149356,2025-01-23,000001,Vente,250000,14,,RUE MONTHYON,6530,33800,33063,Bordeaux,33,,,33063000DC0162,,,,,,,,,,,,,0,2,Appartement,29,1,S,sols,,,98,-0.569143,44.829407
2025-149356,2025-01-23,000001,Vente,250000,14,,RUE MONTHYON,6530,33800,33063,Bordeaux,33,,,33063000DC0162,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,98,-0.569143,44.829407
2025-149356,2025-01-23,000001,Vente,250000,14,,RUE MONTHYON,6530,33800,33063,Bordeaux,33,,,33063000DC0162,,,,,,,,,,,,,0,2,Appartement,36,2,S,sols,,,98,-0.569143,44.829407
2025-149357,2025-01-14,000001,Vente,367000,18,,RUE CARLE VERNET,1585,33800,33063,Bordeaux,33,,,33063000BX0306,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,10922,0,S,sols,,,2217,-0.54664,44.821959
2025-149357,2025-01-14,000001,Vente,367000,14,,RUE DES MARAICHERS,5897,33800,33063,Bordeaux,33,,,33063000BX0344,,,52,103.29,82,,,,,,,,2,3,Dépendance,,0,,,,,,-0.545244,44.822349
2025-149357,2025-01-14,000001,Vente,367000,14,,RUE DES MARAICHERS,5897,33800,33063,Bordeaux,33,,,33063000BX0344,,,52,103.29,82,,,,,,,,2,2,Appartement,103,5,,,,,,-0.545244,44.822349
2025-149360,2025-01-16,000001,Vente,178500,224,,AV EYSINES,3340,33200,33063,Bordeaux,33,,,33063000YE0141,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.617884,44.862378
2025-149360,2025-01-16,000001,Vente,178500,224,,AV EYSINES,3340,33200,33063,Bordeaux,33,,,33063000YE0141,,,1,,,,,,,,,,1,2,Appartement,62,3,,,,,,-0.617884,44.862378
2025-149361,2025-01-15,000001,Vente,82800,39,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VB0090,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.618717,44.854
2025-149361,2025-01-15,000001,Vente,82800,39,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VB0090,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.618717,44.854
2025-149361,2025-01-15,000001,Vente,82800,39,,RUE CEREY,1765,33200,33063,Bordeaux,33,,,33063000VB0090,,,37,18.52,,,,,,,,,1,2,Appartement,18,1,,,,,,-0.618717,44.854
2025-149362,2025-01-15,000001,Vente,299000,217,,RUE LECOCQ,5320,33000,33063,Bordeaux,33,,,33063000HR0118,,,205,89.64,,,,,,,,,1,2,Appartement,90,4,,,,,,-0.592961,44.831852
2025-149362,2025-01-15,000001,Vente,299000,217,,RUE LECOCQ,5320,33000,33063,Bordeaux,33,,,33063000HR0118,,,226,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.592961,44.831852
2025-149362,2025-01-15,000001,Vente,299000,227,,RUE LECOCQ,5320,33000,33063,Bordeaux,33,,,33063000HR0289,,,326,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.593381,44.83175
2025-149367,2025-01-13,000001,Vente,619000,12,,RUE DES VIGNERONS,9365,33800,33063,Bordeaux,33,,,33063000EP0069,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,138,-0.577797,44.81945
2025-149367,2025-01-13,000001,Vente,619000,12,,RUE DES VIGNERONS,9365,33800,33063,Bordeaux,33,,,33063000EP0069,,,,,,,,,,,,,0,1,Maison,140,4,S,sols,,,138,-0.577797,44.81945
2025-149368,2025-01-15,000001,Vente en l'état futur d'achèvement,283091.66,5,,QUAI DE BRIENNE,1262,33800,33063,Bordeaux,33,,,33063000BX0464,,,23,,,,,,,,,,1,,,,,,,,,,-0.543777,44.821699
2025-149369,2025-01-20,000001,Vente,285000,131,,RUE NOTRE DAME,6745,33300,33063,Bordeaux,33,,,33063000RE0151,,,4,41.88,,,,,,,,,1,2,Appartement,41,2,,,,,,-0.56979,44.853832
2025-149371,2025-01-15,000001,Vente,336500,193,,RUE FONDAUDEGE,3570,33000,33063,Bordeaux,33,,,33063000PC0067,,,16,83.99,,,,,,,,,1,1,Maison,82,3,,,,,,-0.584857,44.849972
2025-149373,2025-01-16,000001,Vente,326000,28,,RUE DU MIRAIL,6400,33000,33063,Bordeaux,33,,,33063000DP0188,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570725,44.833839
2025-149373,2025-01-16,000001,Vente,326000,28,,RUE DU MIRAIL,6400,33000,33063,Bordeaux,33,,,33063000DP0188,,,34,66.62,,,,,,,,,1,2,Appartement,62,3,,,,,,-0.570725,44.833839
2025-149373,2025-01-16,000001,Vente,326000,28,,RUE DU MIRAIL,6400,33000,33063,Bordeaux,33,,,33063000DP0188,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570725,44.833839
2025-149373,2025-01-16,000001,Vente,326000,28,,RUE DU MIRAIL,6400,33000,33063,Bordeaux,33,,,33063000DP0188,,,38,8.44,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570725,44.833839
2025-149377,2025-01-16,000001,Vente,384200,22,,RUE PIERRE LOTI,7300,33800,33063,Bordeaux,33,,,33063000CY0269,,,,,,,,,,,,,0,1,Maison,87,3,S,sols,,,146,-0.558798,44.824459
2025-149378,2025-01-23,000001,Vente,199050,110,,QUAI DES CHARTRONS,2000,33300,33063,Bordeaux,33,,,33063000RR0027,,,28,,,,,,,,,,1,2,Appartement,44,1,,,,,,-0.564552,44.855658
2025-149382,2025-01-08,000001,Vente en l'état futur d'achèvement,267488.75,200,,BD ALBERT 1ER,0080,33800,33063,Bordeaux,33,,,33063000BZ0237,,,124,,,,,,,,,,1,,,,,,,,,,-0.553669,44.820017
2025-149391,2025-01-16,000001,Vente,140000,195,,RUE FONDAUDEGE,3570,33000,33063,Bordeaux,33,,,33063000PC0066,,,4,23.06,,,,,,,,,1,2,Appartement,22,1,,,,,,-0.585039,44.849896
2025-149391,2025-01-16,000001,Vente,140000,195,,RUE FONDAUDEGE,3570,33000,33063,Bordeaux,33,,,33063000PC0066,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.585039,44.849896
2025-149392,2025-01-16,000001,Vente,203100,35,,CRS EDOUARD VAILLANT,3090,33300,33063,Bordeaux,33,,,33063000RY0029,,,344,,,,,,,,,,1,2,Appartement,42,2,,,,,,-0.558348,44.861262
2025-149392,2025-01-16,000001,Vente,203100,,,RUE BOURBON,1145,33300,33063,Bordeaux,33,,,33063000RY0029,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.558348,44.861262
2025-149394,2025-01-22,000001,Vente,188000,65,,RUE FONFREDE,3575,33800,33063,Bordeaux,33,,,33063000CT0135,,,,,,,,,,,,,0,2,Appartement,30,2,S,sols,,,49,-0.569057,44.825608
2025-149394,2025-01-22,000001,Vente,188000,65,,RUE FONFREDE,3575,33800,33063,Bordeaux,33,,,33063000CT0135,,,,,,,,,,,,,0,2,Appartement,30,2,S,sols,,,49,-0.569057,44.825608
2025-149402,2025-01-16,000001,Vente,480000,60,,RUE LAFAURIE MONBADON,5015,33000,33063,Bordeaux,33,,,33063000KS0075,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.579504,44.845066
2025-149402,2025-01-16,000001,Vente,480000,60,,RUE LAFAURIE MONBADON,5015,33000,33063,Bordeaux,33,,,33063000KS0075,,,97,,,,,,,,,,1,2,Appartement,69,3,,,,,,-0.579504,44.845066
2025-149402,2025-01-16,000001,Vente,480000,60,,RUE LAFAURIE MONBADON,5015,33000,33063,Bordeaux,33,,,33063000KS0075,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.579504,44.845066
2025-149405,2025-01-20,000001,Vente,23500,141,,RUE DE PESSAC,7175,33000,33063,Bordeaux,33,,,33063000EY0192,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.584285,44.828578
2025-149407,2025-01-23,000001,Vente,266038,108,B,CRS SAINT LOUIS,8285,33300,33063,Bordeaux,33,,,33063000RO0055,,,549,,,,,,,,,,1,2,Appartement,74,3,,,,,,-0.566053,44.860668
2025-149407,2025-01-23,000001,Vente,266038,108,B,CRS SAINT LOUIS,8285,33300,33063,Bordeaux,33,,,33063000RO0055,,,625,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.566053,44.860668
2025-149411,2025-01-21,000001,Vente,163150,63,,RUE DONISSAN,2770,33000,33063,Bordeaux,33,,,33063000DU0254,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.575131,44.828787
2025-149411,2025-01-21,000001,Vente,163150,63,,RUE DONISSAN,2770,33000,33063,Bordeaux,33,,,33063000DU0254,,,1,,,,,,,,,,1,2,Appartement,40,3,,,,,,-0.575131,44.828787
2025-149412,2025-01-16,000001,Vente en l'état futur d'achèvement,440500,,,AV MARCEL DASSAULT,5931,33300,33063,Bordeaux,33,,,33063000TH0126,,,42,144.11,,,,,,,,,1,,,,,,,,,,-0.57208,44.881298
2025-149412,2025-01-16,000001,Vente en l'état futur d'achèvement,440500,,,AV MARCEL DASSAULT,5931,33300,33063,Bordeaux,33,,,33063000TH0126,,,7,,,,,,,,,,1,,,,,,,,,,-0.57208,44.881298
2025-149414,2025-01-15,000001,Vente en l'état futur d'achèvement,207544,341,,BD JEAN JACQUES BOSC,4635,33800,33063,Bordeaux,33,,,33063000BY0436,,,15,,,,,,,,,,1,,,,,,,,,,-0.554046,44.816317
2025-149422,2025-01-03,000001,Vente,100000,92,,CRS DE L ARGONNE,0365,33000,33063,Bordeaux,33,,,33063000EC0044,,,24,16.92,,,,,,,,,1,2,Appartement,18,1,,,,,,-0.575101,44.827442
2025-149423,2025-01-23,000001,Vente,25000,4,,RUE FRANTZ SCHRADER,3715,33000,33063,Bordeaux,33,,,33063000IU0003,,,2,11.55,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.6071,44.836467
2025-149424,2025-01-15,000001,Vente,110800,16,,RUE DESBIEY,2580,33000,33063,Bordeaux,33,,,33063000MA0077,,,9,19.91,,,,,,,,,1,2,Appartement,19,1,,,,,,-0.595057,44.839874
2025-149425,2025-01-15,000001,Vente,89438,53,,RUE THERESIA CABARRUS,8910,33000,33063,Bordeaux,33,,,33063000HY0048,,,24,18.43,,,,,,,,,1,2,Appartement,18,1,,,,,,-0.596675,44.823942
2025-149426,2025-01-23,000001,Vente,13500,290,,RUE D ORNANO,6825,33000,33063,Bordeaux,33,,,33063000HT0008,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.597156,44.831537
2025-149427,2025-01-17,000001,Vente,333684,61,,QUAI BACALAN,0540,33300,33063,Bordeaux,33,,,33063000RY0042,,,3,,,,,,,,,,1,2,Appartement,55,2,,,,,,-0.556559,44.859268
2025-149430,2025-01-27,000002,Vente,146300,,,RUE FRANCOIS ROGANEAU,3699,33300,33063,Bordeaux,33,,,33063000TB0023,,,,,,,,,,,,,0,,,,,S,sols,,,241,-0.573483,44.872504
2025-149430,2025-01-27,000002,Vente,146300,9000,,RUE GABRIEL FRIZEAU,3781,33300,33063,Bordeaux,33,,,33063000TB0110,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,4107,0,S,sols,,,2685,-0.573213,44.872275
2025-149430,2025-01-27,000002,Vente,146300,9000,,RUE GABRIEL FRIZEAU,3781,33300,33063,Bordeaux,33,,,33063000TB0110,,,,,,,,,,,,,0,2,Appartement,75,3,S,sols,,,2685,-0.573213,44.872275
2025-149442,2025-01-23,000001,Vente,162000,75,,CRS DE QUEBEC,7711,33300,33063,Bordeaux,33,,,33063000TH0079,,,403,,,,,,,,,,1,2,Appartement,42,2,,,,,,-0.570732,44.882086
2025-149442,2025-01-23,000001,Vente,162000,20,,RUE PAULE MARROT,7069,33300,33063,Bordeaux,33,,,33063000TH0079,,,1065,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.570732,44.882086
2025-149444,2025-01-15,000001,Vente en l'état futur d'achèvement,25000,,,,,,33063,Bordeaux,33,,,33063000BY0432,,,15,,,,,,,,,,1,,,,,,,,,,-0.553238,44.81551
2025-149445,2025-01-22,000001,Vente,255000,10,,SEN DES MORUTIERS,6567,33300,33063,Bordeaux,33,,,33063000SB0166,,,837,,,,,,,,,,1,2,Appartement,63,3,,,,,,-0.551426,44.865707
2025-149445,2025-01-22,000001,Vente,255000,10,,SEN DES MORUTIERS,6567,33300,33063,Bordeaux,33,,,33063000SB0166,,,765,,,,,,,,,,1,3,Dépendance,,0,,,,,,-0.551426,44.865707
2025-149446,2025-01-22,000001,Vente,1298900,23,,RUE DESCARTES,2585,33000,33063,Bordeaux,33,,,33063000HU0043,,,,,,,,,,,,,0,1,Maison,169,6,S,sols,,,302,-0.600516,44.830457
2025-149448,2025-01-07,000001,Vente,430000,81,B,RUE GEORGES MANDEL,4010,33000,33063,Bordeaux,33,,,33063000LD0196,,,2,94.54,,,,,,,,,1,2,Appartement,97,4,,,,,,-0.591163,44.842639
2025-149449,2025-01-24,000001,Vente,490000,23,,IMP GENESTA,3940,33200,33063,Bordeaux,33,,,33063000MN0148,,,,,,,,,,,,,0,1,Maison,87,3,S,sols,,,230,-0.606383,44.838068
